time,temperature_2m,date,year,month,day,temperature_f
2021-01-01 00:00:00,0.5,2021-01-01,2021,1,1,32.9
2021-01-01 01:00:00,0.5,2021-01-01,2021,1,1,32.9
2021-01-01 02:00:00,0.1,2021-01-01,2021,1,1,32.18
2021-01-01 03:00:00,0.6,2021-01-01,2021,1,1,33.08
2021-01-01 04:00:00,0.8,2021-01-01,2021,1,1,33.44
2021-01-01 05:00:00,0.2,2021-01-01,2021,1,1,32.36
2021-01-01 06:00:00,-0.8,2021-01-01,2021,1,1,30.56
2021-01-01 07:00:00,-0.2,2021-01-01,2021,1,1,31.64
2021-01-01 08:00:00,0.2,2021-01-01,2021,1,1,32.36
2021-01-01 09:00:00,0.8,2021-01-01,2021,1,1,33.44
2021-01-01 10:00:00,1.4,2021-01-01,2021,1,1,34.52
2021-01-01 11:00:00,1.2,2021-01-01,2021,1,1,34.16
2021-01-01 12:00:00,1.2,2021-01-01,2021,1,1,34.16
2021-01-01 13:00:00,1.8,2021-01-01,2021,1,1,35.24
2021-01-01 14:00:00,2.1,2021-01-01,2021,1,1,35.78
2021-01-01 15:00:00,1.7,2021-01-01,2021,1,1,35.06
2021-01-01 16:00:00,1.7,2021-01-01,2021,1,1,35.06
2021-01-01 17:00:00,1.7,2021-01-01,2021,1,1,35.06
2021-01-01 18:00:00,1.6,2021-01-01,2021,1,1,34.88
2021-01-01 19:00:00,1.5,2021-01-01,2021,1,1,34.7
2021-01-01 20:00:00,1.3,2021-01-01,2021,1,1,34.34
2021-01-01 21:00:00,0.8,2021-01-01,2021,1,1,33.44
2021-01-01 22:00:00,0.7,2021-01-01,2021,1,1,33.26
2021-01-01 23:00:00,1.0,2021-01-01,2021,1,1,33.8
2021-01-02 00:00:00,0.6,2021-01-02,2021,1,2,33.08
2021-01-02 01:00:00,0.1,2021-01-02,2021,1,2,32.18
2021-01-02 02:00:00,-0.3,2021-01-02,2021,1,2,31.46
2021-01-02 03:00:00,-0.6,2021-01-02,2021,1,2,30.92
2021-01-02 04:00:00,-0.6,2021-01-02,2021,1,2,30.92
2021-01-02 05:00:00,-0.3,2021-01-02,2021,1,2,31.46
2021-01-02 06:00:00,-0.2,2021-01-02,2021,1,2,31.64
2021-01-02 07:00:00,0.2,2021-01-02,2021,1,2,32.36
2021-01-02 08:00:00,0.6,2021-01-02,2021,1,2,33.08
2021-01-02 09:00:00,0.9,2021-01-02,2021,1,2,33.62
2021-01-02 10:00:00,1.7,2021-01-02,2021,1,2,35.06
2021-01-02 11:00:00,2.5,2021-01-02,2021,1,2,36.5
2021-01-02 12:00:00,2.3,2021-01-02,2021,1,2,36.14
2021-01-02 13:00:00,2.6,2021-01-02,2021,1,2,36.68
2021-01-02 14:00:00,2.2,2021-01-02,2021,1,2,35.96
2021-01-02 15:00:00,-0.3,2021-01-02,2021,1,2,31.46
2021-01-02 16:00:00,-0.6,2021-01-02,2021,1,2,30.92
2021-01-02 17:00:00,-1.0,2021-01-02,2021,1,2,30.2
2021-01-02 18:00:00,-0.1,2021-01-02,2021,1,2,31.82
2021-01-02 19:00:00,0.4,2021-01-02,2021,1,2,32.72
2021-01-02 20:00:00,0.3,2021-01-02,2021,1,2,32.54
2021-01-02 21:00:00,-0.1,2021-01-02,2021,1,2,31.82
2021-01-02 22:00:00,-0.6,2021-01-02,2021,1,2,30.92
2021-01-02 23:00:00,-1.0,2021-01-02,2021,1,2,30.2
2021-01-03 00:00:00,-0.6,2021-01-03,2021,1,3,30.92
2021-01-03 01:00:00,-0.6,2021-01-03,2021,1,3,30.92
2021-01-03 02:00:00,-0.3,2021-01-03,2021,1,3,31.46
2021-01-03 03:00:00,-0.1,2021-01-03,2021,1,3,31.82
2021-01-03 04:00:00,-0.2,2021-01-03,2021,1,3,31.64
2021-01-03 05:00:00,-0.1,2021-01-03,2021,1,3,31.82
2021-01-03 06:00:00,0.1,2021-01-03,2021,1,3,32.18
2021-01-03 07:00:00,-0.1,2021-01-03,2021,1,3,31.82
2021-01-03 08:00:00,-0.2,2021-01-03,2021,1,3,31.64
2021-01-03 09:00:00,-0.3,2021-01-03,2021,1,3,31.46
2021-01-03 10:00:00,-0.1,2021-01-03,2021,1,3,31.82
2021-01-03 11:00:00,0.2,2021-01-03,2021,1,3,32.36
2021-01-03 12:00:00,0.1,2021-01-03,2021,1,3,32.18
2021-01-03 13:00:00,0.4,2021-01-03,2021,1,3,32.72
2021-01-03 14:00:00,0.6,2021-01-03,2021,1,3,33.08
2021-01-03 15:00:00,0.5,2021-01-03,2021,1,3,32.9
2021-01-03 16:00:00,0.7,2021-01-03,2021,1,3,33.26
2021-01-03 17:00:00,0.8,2021-01-03,2021,1,3,33.44
2021-01-03 18:00:00,0.8,2021-01-03,2021,1,3,33.44
2021-01-03 19:00:00,0.7,2021-01-03,2021,1,3,33.26
2021-01-03 20:00:00,0.8,2021-01-03,2021,1,3,33.44
2021-01-03 21:00:00,0.6,2021-01-03,2021,1,3,33.08
2021-01-03 22:00:00,0.6,2021-01-03,2021,1,3,33.08
2021-01-03 23:00:00,0.6,2021-01-03,2021,1,3,33.08
2021-01-04 00:00:00,0.6,2021-01-04,2021,1,4,33.08
2021-01-04 01:00:00,0.7,2021-01-04,2021,1,4,33.26
2021-01-04 02:00:00,0.6,2021-01-04,2021,1,4,33.08
2021-01-04 03:00:00,0.4,2021-01-04,2021,1,4,32.72
2021-01-04 04:00:00,0.3,2021-01-04,2021,1,4,32.54
2021-01-04 05:00:00,0.4,2021-01-04,2021,1,4,32.72
2021-01-04 06:00:00,0.4,2021-01-04,2021,1,4,32.72
2021-01-04 07:00:00,0.4,2021-01-04,2021,1,4,32.72
2021-01-04 08:00:00,0.6,2021-01-04,2021,1,4,33.08
2021-01-04 09:00:00,0.7,2021-01-04,2021,1,4,33.26
2021-01-04 10:00:00,0.9,2021-01-04,2021,1,4,33.62
2021-01-04 11:00:00,1.0,2021-01-04,2021,1,4,33.8
2021-01-04 12:00:00,1.1,2021-01-04,2021,1,4,33.98
2021-01-04 13:00:00,1.2,2021-01-04,2021,1,4,34.16
2021-01-04 14:00:00,0.9,2021-01-04,2021,1,4,33.62
2021-01-04 15:00:00,0.5,2021-01-04,2021,1,4,32.9
2021-01-04 16:00:00,0.0,2021-01-04,2021,1,4,32.0
2021-01-04 17:00:00,-0.3,2021-01-04,2021,1,4,31.46
2021-01-04 18:00:00,-0.2,2021-01-04,2021,1,4,31.64
2021-01-04 19:00:00,-0.1,2021-01-04,2021,1,4,31.82
2021-01-04 20:00:00,0.2,2021-01-04,2021,1,4,32.36
2021-01-04 21:00:00,0.2,2021-01-04,2021,1,4,32.36
2021-01-04 22:00:00,0.3,2021-01-04,2021,1,4,32.54
2021-01-04 23:00:00,0.3,2021-01-04,2021,1,4,32.54
2021-01-05 00:00:00,0.2,2021-01-05,2021,1,5,32.36
2021-01-05 01:00:00,0.4,2021-01-05,2021,1,5,32.72
2021-01-05 02:00:00,0.5,2021-01-05,2021,1,5,32.9
2021-01-05 03:00:00,0.6,2021-01-05,2021,1,5,33.08
2021-01-05 04:00:00,0.6,2021-01-05,2021,1,5,33.08
2021-01-05 05:00:00,0.6,2021-01-05,2021,1,5,33.08
2021-01-05 06:00:00,0.6,2021-01-05,2021,1,5,33.08
2021-01-05 07:00:00,0.6,2021-01-05,2021,1,5,33.08
2021-01-05 08:00:00,0.8,2021-01-05,2021,1,5,33.44
2021-01-05 09:00:00,1.0,2021-01-05,2021,1,5,33.8
2021-01-05 10:00:00,1.4,2021-01-05,2021,1,5,34.52
2021-01-05 11:00:00,1.5,2021-01-05,2021,1,5,34.7
2021-01-05 12:00:00,1.2,2021-01-05,2021,1,5,34.16
2021-01-05 13:00:00,1.2,2021-01-05,2021,1,5,34.16
2021-01-05 14:00:00,1.5,2021-01-05,2021,1,5,34.7
2021-01-05 15:00:00,1.8,2021-01-05,2021,1,5,35.24
2021-01-05 16:00:00,2.0,2021-01-05,2021,1,5,35.6
2021-01-05 17:00:00,2.0,2021-01-05,2021,1,5,35.6
2021-01-05 18:00:00,2.1,2021-01-05,2021,1,5,35.78
2021-01-05 19:00:00,2.2,2021-01-05,2021,1,5,35.96
2021-01-05 20:00:00,2.3,2021-01-05,2021,1,5,36.14
2021-01-05 21:00:00,2.5,2021-01-05,2021,1,5,36.5
2021-01-05 22:00:00,2.7,2021-01-05,2021,1,5,36.86
2021-01-05 23:00:00,2.8,2021-01-05,2021,1,5,37.04
2021-01-06 00:00:00,2.8,2021-01-06,2021,1,6,37.04
2021-01-06 01:00:00,2.7,2021-01-06,2021,1,6,36.86
2021-01-06 02:00:00,2.5,2021-01-06,2021,1,6,36.5
2021-01-06 03:00:00,2.2,2021-01-06,2021,1,6,35.96
2021-01-06 04:00:00,1.8,2021-01-06,2021,1,6,35.24
2021-01-06 05:00:00,1.2,2021-01-06,2021,1,6,34.16
2021-01-06 06:00:00,1.0,2021-01-06,2021,1,6,33.8
2021-01-06 07:00:00,0.9,2021-01-06,2021,1,6,33.62
2021-01-06 08:00:00,1.0,2021-01-06,2021,1,6,33.8
2021-01-06 09:00:00,1.2,2021-01-06,2021,1,6,34.16
2021-01-06 10:00:00,1.4,2021-01-06,2021,1,6,34.52
2021-01-06 11:00:00,1.5,2021-01-06,2021,1,6,34.7
2021-01-06 12:00:00,1.5,2021-01-06,2021,1,6,34.7
2021-01-06 13:00:00,1.6,2021-01-06,2021,1,6,34.88
2021-01-06 14:00:00,1.5,2021-01-06,2021,1,6,34.7
2021-01-06 15:00:00,1.2,2021-01-06,2021,1,6,34.16
2021-01-06 16:00:00,1.0,2021-01-06,2021,1,6,33.8
2021-01-06 17:00:00,0.9,2021-01-06,2021,1,6,33.62
2021-01-06 18:00:00,0.6,2021-01-06,2021,1,6,33.08
2021-01-06 19:00:00,0.7,2021-01-06,2021,1,6,33.26
2021-01-06 20:00:00,0.6,2021-01-06,2021,1,6,33.08
2021-01-06 21:00:00,0.6,2021-01-06,2021,1,6,33.08
2021-01-06 22:00:00,0.6,2021-01-06,2021,1,6,33.08
2021-01-06 23:00:00,0.7,2021-01-06,2021,1,6,33.26
2021-01-07 00:00:00,0.6,2021-01-07,2021,1,7,33.08
2021-01-07 01:00:00,0.6,2021-01-07,2021,1,7,33.08
2021-01-07 02:00:00,0.6,2021-01-07,2021,1,7,33.08
2021-01-07 03:00:00,0.6,2021-01-07,2021,1,7,33.08
2021-01-07 04:00:00,0.5,2021-01-07,2021,1,7,32.9
2021-01-07 05:00:00,0.4,2021-01-07,2021,1,7,32.72
2021-01-07 06:00:00,0.4,2021-01-07,2021,1,7,32.72
2021-01-07 07:00:00,0.4,2021-01-07,2021,1,7,32.72
2021-01-07 08:00:00,0.6,2021-01-07,2021,1,7,33.08
2021-01-07 09:00:00,0.9,2021-01-07,2021,1,7,33.62
2021-01-07 10:00:00,1.2,2021-01-07,2021,1,7,34.16
2021-01-07 11:00:00,1.6,2021-01-07,2021,1,7,34.88
2021-01-07 12:00:00,1.1,2021-01-07,2021,1,7,33.98
2021-01-07 13:00:00,1.2,2021-01-07,2021,1,7,34.16
2021-01-07 14:00:00,1.2,2021-01-07,2021,1,7,34.16
2021-01-07 15:00:00,1.2,2021-01-07,2021,1,7,34.16
2021-01-07 16:00:00,1.0,2021-01-07,2021,1,7,33.8
2021-01-07 17:00:00,0.9,2021-01-07,2021,1,7,33.62
2021-01-07 18:00:00,0.9,2021-01-07,2021,1,7,33.62
2021-01-07 19:00:00,0.9,2021-01-07,2021,1,7,33.62
2021-01-07 20:00:00,0.9,2021-01-07,2021,1,7,33.62
2021-01-07 21:00:00,0.8,2021-01-07,2021,1,7,33.44
2021-01-07 22:00:00,0.8,2021-01-07,2021,1,7,33.44
2021-01-07 23:00:00,0.7,2021-01-07,2021,1,7,33.26
2021-01-08 00:00:00,0.8,2021-01-08,2021,1,8,33.44
2021-01-08 01:00:00,0.8,2021-01-08,2021,1,8,33.44
2021-01-08 02:00:00,0.8,2021-01-08,2021,1,8,33.44
2021-01-08 03:00:00,0.7,2021-01-08,2021,1,8,33.26
2021-01-08 04:00:00,0.4,2021-01-08,2021,1,8,32.72
2021-01-08 05:00:00,0.3,2021-01-08,2021,1,8,32.54
2021-01-08 06:00:00,0.1,2021-01-08,2021,1,8,32.18
2021-01-08 07:00:00,-0.4,2021-01-08,2021,1,8,31.28
2021-01-08 08:00:00,-0.2,2021-01-08,2021,1,8,31.64
2021-01-08 09:00:00,0.2,2021-01-08,2021,1,8,32.36
2021-01-08 10:00:00,0.9,2021-01-08,2021,1,8,33.62
2021-01-08 11:00:00,1.3,2021-01-08,2021,1,8,34.34
2021-01-08 12:00:00,1.4,2021-01-08,2021,1,8,34.52
2021-01-08 13:00:00,1.5,2021-01-08,2021,1,8,34.7
2021-01-08 14:00:00,1.5,2021-01-08,2021,1,8,34.7
2021-01-08 15:00:00,1.2,2021-01-08,2021,1,8,34.16
2021-01-08 16:00:00,1.1,2021-01-08,2021,1,8,33.98
2021-01-08 17:00:00,1.1,2021-01-08,2021,1,8,33.98
2021-01-08 18:00:00,0.6,2021-01-08,2021,1,8,33.08
2021-01-08 19:00:00,-0.2,2021-01-08,2021,1,8,31.64
2021-01-08 20:00:00,-1.3,2021-01-08,2021,1,8,29.66
2021-01-08 21:00:00,-1.5,2021-01-08,2021,1,8,29.3
2021-01-08 22:00:00,-0.8,2021-01-08,2021,1,8,30.56
2021-01-08 23:00:00,-0.3,2021-01-08,2021,1,8,31.46
2021-01-09 00:00:00,0.1,2021-01-09,2021,1,9,32.18
2021-01-09 01:00:00,0.2,2021-01-09,2021,1,9,32.36
2021-01-09 02:00:00,0.3,2021-01-09,2021,1,9,32.54
2021-01-09 03:00:00,0.3,2021-01-09,2021,1,9,32.54
2021-01-09 04:00:00,0.3,2021-01-09,2021,1,9,32.54
2021-01-09 05:00:00,0.2,2021-01-09,2021,1,9,32.36
2021-01-09 06:00:00,0.2,2021-01-09,2021,1,9,32.36
2021-01-09 07:00:00,-0.1,2021-01-09,2021,1,9,31.82
2021-01-09 08:00:00,0.2,2021-01-09,2021,1,9,32.36
2021-01-09 09:00:00,0.5,2021-01-09,2021,1,9,32.9
2021-01-09 10:00:00,1.2,2021-01-09,2021,1,9,34.16
2021-01-09 11:00:00,1.5,2021-01-09,2021,1,9,34.7
2021-01-09 12:00:00,1.3,2021-01-09,2021,1,9,34.34
2021-01-09 13:00:00,2.3,2021-01-09,2021,1,9,36.14
2021-01-09 14:00:00,2.2,2021-01-09,2021,1,9,35.96
2021-01-09 15:00:00,1.4,2021-01-09,2021,1,9,34.52
2021-01-09 16:00:00,1.0,2021-01-09,2021,1,9,33.8
2021-01-09 17:00:00,1.2,2021-01-09,2021,1,9,34.16
2021-01-09 18:00:00,0.9,2021-01-09,2021,1,9,33.62
2021-01-09 19:00:00,0.9,2021-01-09,2021,1,9,33.62
2021-01-09 20:00:00,1.0,2021-01-09,2021,1,9,33.8
2021-01-09 21:00:00,1.0,2021-01-09,2021,1,9,33.8
2021-01-09 22:00:00,1.1,2021-01-09,2021,1,9,33.98
2021-01-09 23:00:00,1.0,2021-01-09,2021,1,9,33.8
2021-01-10 00:00:00,0.8,2021-01-10,2021,1,10,33.44
2021-01-10 01:00:00,0.7,2021-01-10,2021,1,10,33.26
2021-01-10 02:00:00,0.6,2021-01-10,2021,1,10,33.08
2021-01-10 03:00:00,0.6,2021-01-10,2021,1,10,33.08
2021-01-10 04:00:00,0.6,2021-01-10,2021,1,10,33.08
2021-01-10 05:00:00,0.6,2021-01-10,2021,1,10,33.08
2021-01-10 06:00:00,0.6,2021-01-10,2021,1,10,33.08
2021-01-10 07:00:00,0.4,2021-01-10,2021,1,10,32.72
2021-01-10 08:00:00,0.3,2021-01-10,2021,1,10,32.54
2021-01-10 09:00:00,0.6,2021-01-10,2021,1,10,33.08
2021-01-10 10:00:00,1.0,2021-01-10,2021,1,10,33.8
2021-01-10 11:00:00,1.5,2021-01-10,2021,1,10,34.7
2021-01-10 12:00:00,0.6,2021-01-10,2021,1,10,33.08
2021-01-10 13:00:00,0.8,2021-01-10,2021,1,10,33.44
2021-01-10 14:00:00,0.8,2021-01-10,2021,1,10,33.44
2021-01-10 15:00:00,0.7,2021-01-10,2021,1,10,33.26
2021-01-10 16:00:00,0.8,2021-01-10,2021,1,10,33.44
2021-01-10 17:00:00,0.7,2021-01-10,2021,1,10,33.26
2021-01-10 18:00:00,0.4,2021-01-10,2021,1,10,32.72
2021-01-10 19:00:00,-0.1,2021-01-10,2021,1,10,31.82
2021-01-10 20:00:00,-0.2,2021-01-10,2021,1,10,31.64
2021-01-10 21:00:00,-0.6,2021-01-10,2021,1,10,30.92
2021-01-10 22:00:00,-0.6,2021-01-10,2021,1,10,30.92
2021-01-10 23:00:00,-0.4,2021-01-10,2021,1,10,31.28
2021-01-11 00:00:00,-0.2,2021-01-11,2021,1,11,31.64
2021-01-11 01:00:00,-0.1,2021-01-11,2021,1,11,31.82
2021-01-11 02:00:00,-0.1,2021-01-11,2021,1,11,31.82
2021-01-11 03:00:00,-0.1,2021-01-11,2021,1,11,31.82
2021-01-11 04:00:00,0.1,2021-01-11,2021,1,11,32.18
2021-01-11 05:00:00,0.2,2021-01-11,2021,1,11,32.36
2021-01-11 06:00:00,0.3,2021-01-11,2021,1,11,32.54
2021-01-11 07:00:00,0.4,2021-01-11,2021,1,11,32.72
2021-01-11 08:00:00,0.6,2021-01-11,2021,1,11,33.08
2021-01-11 09:00:00,1.1,2021-01-11,2021,1,11,33.98
2021-01-11 10:00:00,1.9,2021-01-11,2021,1,11,35.42
2021-01-11 11:00:00,2.0,2021-01-11,2021,1,11,35.6
2021-01-11 12:00:00,1.5,2021-01-11,2021,1,11,34.7
2021-01-11 13:00:00,1.1,2021-01-11,2021,1,11,33.98
2021-01-11 14:00:00,0.7,2021-01-11,2021,1,11,33.26
2021-01-11 15:00:00,0.6,2021-01-11,2021,1,11,33.08
2021-01-11 16:00:00,0.4,2021-01-11,2021,1,11,32.72
2021-01-11 17:00:00,0.3,2021-01-11,2021,1,11,32.54
2021-01-11 18:00:00,0.6,2021-01-11,2021,1,11,33.08
2021-01-11 19:00:00,0.9,2021-01-11,2021,1,11,33.62
2021-01-11 20:00:00,1.0,2021-01-11,2021,1,11,33.8
2021-01-11 21:00:00,0.9,2021-01-11,2021,1,11,33.62
2021-01-11 22:00:00,1.0,2021-01-11,2021,1,11,33.8
2021-01-11 23:00:00,1.0,2021-01-11,2021,1,11,33.8
2021-01-12 00:00:00,1.2,2021-01-12,2021,1,12,34.16
2021-01-12 01:00:00,1.6,2021-01-12,2021,1,12,34.88
2021-01-12 02:00:00,1.5,2021-01-12,2021,1,12,34.7
2021-01-12 03:00:00,1.3,2021-01-12,2021,1,12,34.34
2021-01-12 04:00:00,1.4,2021-01-12,2021,1,12,34.52
2021-01-12 05:00:00,1.4,2021-01-12,2021,1,12,34.52
2021-01-12 06:00:00,1.4,2021-01-12,2021,1,12,34.52
2021-01-12 07:00:00,1.2,2021-01-12,2021,1,12,34.16
2021-01-12 08:00:00,1.4,2021-01-12,2021,1,12,34.52
2021-01-12 09:00:00,1.5,2021-01-12,2021,1,12,34.7
2021-01-12 10:00:00,1.7,2021-01-12,2021,1,12,35.06
2021-01-12 11:00:00,2.2,2021-01-12,2021,1,12,35.96
2021-01-12 12:00:00,1.5,2021-01-12,2021,1,12,34.7
2021-01-12 13:00:00,1.8,2021-01-12,2021,1,12,35.24
2021-01-12 14:00:00,1.7,2021-01-12,2021,1,12,35.06
2021-01-12 15:00:00,0.9,2021-01-12,2021,1,12,33.62
2021-01-12 16:00:00,0.4,2021-01-12,2021,1,12,32.72
2021-01-12 17:00:00,0.6,2021-01-12,2021,1,12,33.08
2021-01-12 18:00:00,0.1,2021-01-12,2021,1,12,32.18
2021-01-12 19:00:00,0.1,2021-01-12,2021,1,12,32.18
2021-01-12 20:00:00,1.1,2021-01-12,2021,1,12,33.98
2021-01-12 21:00:00,0.9,2021-01-12,2021,1,12,33.62
2021-01-12 22:00:00,0.2,2021-01-12,2021,1,12,32.36
2021-01-12 23:00:00,-0.1,2021-01-12,2021,1,12,31.82
2021-01-13 00:00:00,-0.2,2021-01-13,2021,1,13,31.64
2021-01-13 01:00:00,-0.2,2021-01-13,2021,1,13,31.64
2021-01-13 02:00:00,0.0,2021-01-13,2021,1,13,32.0
2021-01-13 03:00:00,0.2,2021-01-13,2021,1,13,32.36
2021-01-13 04:00:00,0.6,2021-01-13,2021,1,13,33.08
2021-01-13 05:00:00,0.7,2021-01-13,2021,1,13,33.26
2021-01-13 06:00:00,0.4,2021-01-13,2021,1,13,32.72
2021-01-13 07:00:00,0.2,2021-01-13,2021,1,13,32.36
2021-01-13 08:00:00,0.6,2021-01-13,2021,1,13,33.08
2021-01-13 09:00:00,1.5,2021-01-13,2021,1,13,34.7
2021-01-13 10:00:00,2.0,2021-01-13,2021,1,13,35.6
2021-01-13 11:00:00,2.5,2021-01-13,2021,1,13,36.5
2021-01-13 12:00:00,2.5,2021-01-13,2021,1,13,36.5
2021-01-13 13:00:00,3.0,2021-01-13,2021,1,13,37.4
2021-01-13 14:00:00,2.8,2021-01-13,2021,1,13,37.04
2021-01-13 15:00:00,2.5,2021-01-13,2021,1,13,36.5
2021-01-13 16:00:00,2.2,2021-01-13,2021,1,13,35.96
2021-01-13 17:00:00,1.2,2021-01-13,2021,1,13,34.16
2021-01-13 18:00:00,1.5,2021-01-13,2021,1,13,34.7
2021-01-13 19:00:00,0.6,2021-01-13,2021,1,13,33.08
2021-01-13 20:00:00,0.3,2021-01-13,2021,1,13,32.54
2021-01-13 21:00:00,0.2,2021-01-13,2021,1,13,32.36
2021-01-13 22:00:00,-0.1,2021-01-13,2021,1,13,31.82
2021-01-13 23:00:00,-0.3,2021-01-13,2021,1,13,31.46
2021-01-14 00:00:00,-0.2,2021-01-14,2021,1,14,31.64
2021-01-14 01:00:00,0.2,2021-01-14,2021,1,14,32.36
2021-01-14 02:00:00,0.4,2021-01-14,2021,1,14,32.72
2021-01-14 03:00:00,-0.3,2021-01-14,2021,1,14,31.46
2021-01-14 04:00:00,-0.4,2021-01-14,2021,1,14,31.28
2021-01-14 05:00:00,-0.2,2021-01-14,2021,1,14,31.64
2021-01-14 06:00:00,0.9,2021-01-14,2021,1,14,33.62
2021-01-14 07:00:00,0.6,2021-01-14,2021,1,14,33.08
2021-01-14 08:00:00,-0.5,2021-01-14,2021,1,14,31.1
2021-01-14 09:00:00,0.9,2021-01-14,2021,1,14,33.62
2021-01-14 10:00:00,2.2,2021-01-14,2021,1,14,35.96
2021-01-14 11:00:00,2.5,2021-01-14,2021,1,14,36.5
2021-01-14 12:00:00,2.5,2021-01-14,2021,1,14,36.5
2021-01-14 13:00:00,2.6,2021-01-14,2021,1,14,36.68
2021-01-14 14:00:00,2.3,2021-01-14,2021,1,14,36.14
2021-01-14 15:00:00,1.7,2021-01-14,2021,1,14,35.06
2021-01-14 16:00:00,1.6,2021-01-14,2021,1,14,34.88
2021-01-14 17:00:00,1.5,2021-01-14,2021,1,14,34.7
2021-01-14 18:00:00,1.2,2021-01-14,2021,1,14,34.16
2021-01-14 19:00:00,0.7,2021-01-14,2021,1,14,33.26
2021-01-14 20:00:00,0.3,2021-01-14,2021,1,14,32.54
2021-01-14 21:00:00,0.4,2021-01-14,2021,1,14,32.72
2021-01-14 22:00:00,0.2,2021-01-14,2021,1,14,32.36
2021-01-14 23:00:00,0.2,2021-01-14,2021,1,14,32.36
2021-01-15 00:00:00,0.3,2021-01-15,2021,1,15,32.54
2021-01-15 01:00:00,-0.3,2021-01-15,2021,1,15,31.46
2021-01-15 02:00:00,-0.8,2021-01-15,2021,1,15,30.56
2021-01-15 03:00:00,-0.9,2021-01-15,2021,1,15,30.38
2021-01-15 04:00:00,-0.9,2021-01-15,2021,1,15,30.38
2021-01-15 05:00:00,-0.6,2021-01-15,2021,1,15,30.92
2021-01-15 06:00:00,-0.5,2021-01-15,2021,1,15,31.1
2021-01-15 07:00:00,-1.0,2021-01-15,2021,1,15,30.2
2021-01-15 08:00:00,-1.0,2021-01-15,2021,1,15,30.2
2021-01-15 09:00:00,-0.6,2021-01-15,2021,1,15,30.92
2021-01-15 10:00:00,-0.3,2021-01-15,2021,1,15,31.46
2021-01-15 11:00:00,-0.3,2021-01-15,2021,1,15,31.46
2021-01-15 12:00:00,-0.4,2021-01-15,2021,1,15,31.28
2021-01-15 13:00:00,-0.4,2021-01-15,2021,1,15,31.28
2021-01-15 14:00:00,-0.3,2021-01-15,2021,1,15,31.46
2021-01-15 15:00:00,-0.8,2021-01-15,2021,1,15,30.56
2021-01-15 16:00:00,-1.3,2021-01-15,2021,1,15,29.66
2021-01-15 17:00:00,-1.7,2021-01-15,2021,1,15,28.94
2021-01-15 18:00:00,-2.3,2021-01-15,2021,1,15,27.86
2021-01-15 19:00:00,-3.1,2021-01-15,2021,1,15,26.42
2021-01-15 20:00:00,-3.2,2021-01-15,2021,1,15,26.240000000000002
2021-01-15 21:00:00,-3.2,2021-01-15,2021,1,15,26.240000000000002
2021-01-15 22:00:00,-3.4,2021-01-15,2021,1,15,25.880000000000003
2021-01-15 23:00:00,-3.7,2021-01-15,2021,1,15,25.34
2021-01-16 00:00:00,-3.0,2021-01-16,2021,1,16,26.6
2021-01-16 01:00:00,-2.9,2021-01-16,2021,1,16,26.78
2021-01-16 02:00:00,-2.5,2021-01-16,2021,1,16,27.5
2021-01-16 03:00:00,-2.6,2021-01-16,2021,1,16,27.32
2021-01-16 04:00:00,-2.6,2021-01-16,2021,1,16,27.32
2021-01-16 05:00:00,-2.7,2021-01-16,2021,1,16,27.14
2021-01-16 06:00:00,-2.6,2021-01-16,2021,1,16,27.32
2021-01-16 07:00:00,-2.2,2021-01-16,2021,1,16,28.04
2021-01-16 08:00:00,-1.9,2021-01-16,2021,1,16,28.580000000000002
2021-01-16 09:00:00,-1.6,2021-01-16,2021,1,16,29.12
2021-01-16 10:00:00,-1.4,2021-01-16,2021,1,16,29.48
2021-01-16 11:00:00,-1.1,2021-01-16,2021,1,16,30.02
2021-01-16 12:00:00,-1.5,2021-01-16,2021,1,16,29.3
2021-01-16 13:00:00,-1.1,2021-01-16,2021,1,16,30.02
2021-01-16 14:00:00,-1.1,2021-01-16,2021,1,16,30.02
2021-01-16 15:00:00,-1.3,2021-01-16,2021,1,16,29.66
2021-01-16 16:00:00,-1.6,2021-01-16,2021,1,16,29.12
2021-01-16 17:00:00,-1.8,2021-01-16,2021,1,16,28.76
2021-01-16 18:00:00,-1.8,2021-01-16,2021,1,16,28.76
2021-01-16 19:00:00,-1.7,2021-01-16,2021,1,16,28.94
2021-01-16 20:00:00,-1.8,2021-01-16,2021,1,16,28.76
2021-01-16 21:00:00,-2.2,2021-01-16,2021,1,16,28.04
2021-01-16 22:00:00,-2.7,2021-01-16,2021,1,16,27.14
2021-01-16 23:00:00,-2.8,2021-01-16,2021,1,16,26.96
2021-01-17 00:00:00,-2.2,2021-01-17,2021,1,17,28.04
2021-01-17 01:00:00,-2.1,2021-01-17,2021,1,17,28.22
2021-01-17 02:00:00,-2.3,2021-01-17,2021,1,17,27.86
2021-01-17 03:00:00,-3.0,2021-01-17,2021,1,17,26.6
2021-01-17 04:00:00,-2.8,2021-01-17,2021,1,17,26.96
2021-01-17 05:00:00,-2.7,2021-01-17,2021,1,17,27.14
2021-01-17 06:00:00,-2.5,2021-01-17,2021,1,17,27.5
2021-01-17 07:00:00,-2.5,2021-01-17,2021,1,17,27.5
2021-01-17 08:00:00,-2.3,2021-01-17,2021,1,17,27.86
2021-01-17 09:00:00,-1.8,2021-01-17,2021,1,17,28.76
2021-01-17 10:00:00,-1.2,2021-01-17,2021,1,17,29.84
